State ,Tribe Name                                                                            ,Casino Name                                       ,Address                                     ,Game Class Type                    ,Work Phone                            ,Work Fax                              ,Email Address
OK    ,Kiowa Tribe of Oklahoma                                                               ,Kiowa Casino Red River                            ,100 W Kiowa Way                             ,Carnegie OK 73015                  ,Class II & III                        ,580-954-2003                          ,580-299-3491                          ,dmcgee@kiowacasino.com
OK    ,Miami Tribe of Oklahoma                                                               ,Prairie Moon Casino                               ,P.O. Box 1326                               ,3410 P St. NW                      ,Miami OK 74355                        ,Class II & III                        ,918-541-1326                          ,918-542-7260                                                                          ,jcummings@mn-e.com
OK    ,Modoc Nation of Oklahoma                                                              ,The Stables Casino                                ,22 N. Eight Tribes Trail                    ,Miami OK 54354                     ,Class II & III                        ,918-542-7884                          ,918-542-7894                          ,byron@the-stables.com
OK    ,Muscogee (Creek) Nation                                                               ,Creek Nation Casino - Checotah                    ,P.O. Box 580                                ,Okmulgee OK 74447                  ,Class II & III                        ,918-473-4628                          ,918-473-5899                          ,lachrista.lollis@creeknationcasino.com
OK    ,Muscogee (Creek) Nation                                                               ,Creek Nation Travel Plaza - Muskogee              ,P.O. Box 580                                ,Okmulgee OK 74447                  ,Class II & III                        ,918-683-1825                          ,918-709-7509                          ,farrell.kaaihue@creeknationcasino.com
OK    ,Muscogee (Creek) Nation                                                               ,Creek Nation Travel Plaza - Okmulgee              ,P.O. Box 580                                ,Okmulgee OK 74447                  ,Class II & III                        ,918-756-8400                          ,N/A                                   ,roger.birdcreek@creeknationcasino.com
OK    ,Muscogee (Creek) Nation                                                               ,Creek Nation Casino - Holdenville                 ,P.O. Box 580                                ,Okmulgee OK 74447                  ,Class II & III                        ,405-379-3321                          ,405-379-3504                          ,joel.chaffin@creeknationcasino.com
OK    ,Muscogee (Creek) Nation                                                               ,Creek Nation Casino - Muskogee                    ,P.O. Box 580                                ,Okmulgee OK 74447                  ,Class II & III                        ,918-683-1825                          ,918-687-7318                          ,farrell.kaaihue@creeknationcasino.com
OK    ,Muscogee (Creek) Nation                                                               ,Creek Nation Casino - Okemah                      ,P.O. Box 580                                ,Okmulgee OK 74447                  ,Class II & III                        ,918-623-0051                          ,918-623-0330                          ,casey.jones@creeknationcasino.com
OK    ,Muscogee (Creek) Nation                                                               ,One Fire Casino                                   ,P.O. Box 580                                ,Okmulgee OK 74447                  ,Class II & III                        ,918-756-8400                          ,918-756-8497                          ,roger.birdcreek@creeknationcasino.com
OK    ,Muscogee (Creek) Nation                                                               ,River Spirit Casino                               ,P.O. Box 580                                ,Okmulgee OK 74447                  ,Class II & III                        ,918-995-8212                          ,N/A                                   ,jerry.floyd@riverspirittulsa.com
OK    ,Muscogee (Creek) Nation                                                               ,Creek Nation Casino - Bristow                     ,P.O. Box 580                                ,Okmulgee OK 74447                  ,Class II & III                        ,918-367-9168                          ,918-367-9925                          ,david.warrior@creeknationcasino.com
OK    ,Muscogee (Creek) Nation                                                               ,Creek Nation Casino - Duck Creek                  ,P.O. Box 580                                ,Okmulgee OK 74447                  ,Class II & III                        ,918-267-3449                          ,918-267-3474                          ,lorinda.driskill@creeknationcasino.com
OK    ,Muscogee (Creek) Nation                                                               ,Creek Nation Casino - Eufaula                     ,P.O. Box 580                                ,Okmulgee OK 74447                  ,Class II & III                        ,918-689-9191                          ,918-689-9260                          ,Derek.fife@creeknationcasino.com
OK    ,Otoe-Missouria Tribe of Indians                                                       ,7 Clans Paradise Casino                           ,8151 Highway 177                            ,Red Rock OK 74651                  ,Class II & III                        ,580-723-4005                          ,580-723-1058                          ,velda.rocha@sevenclans.com
OK    ,Otoe-Missouria Tribe of Indians                                                       ,7 Clans Casino Perry                              ,8151 Highway 177                            ,Red Rock OK 74651                  ,Class II & III                        ,580-336-7260                          ,N/A                                   ,curtis.burgess@sevenclans.com
OK    ,Otoe-Missouria Tribe of Indians                                                       ,7 Clans Red Rock Casino                           ,8151 Highway 177                            ,Red Rock OK 74651                  ,Class II & III                        ,580-723-4362                          ,580-723-1020                          ,cburgess@7clans.net
OK    ,Otoe-Missouria Tribe of Indians                                                       ,7 Clans Chilocco Casino                           ,8151 Highway 177                            ,Red Rock OK 74651                  ,Class II & III                        ,580-448-3218                          ,580-448-3213                          ,laura.rosas@sevenclans.com
OK    ,Otoe-Missouria Tribe of Indians                                                       ,7 Clans First Council Casino                      ,8151 Highway 177                            ,Red Rock OK 74651                  ,Class II & III                        ,580-448-3210                          ,580-448-3028                          ,jim.grant@sevenclans.com
OK    ,Ottawa Tribe of Oklahoma                                                              ,High Winds Casino                                 ,13 S. 69A                                   ,P.O. Box 110                       ,Miami OK 74355                        ,Class II & III                        ,918-541-9463                          ,918-542-3214                                                                          ,Kirk.myrick@ottawagaming.net
OK    ,Pawnee Nation of Oklahoma                                                             ,TeePee Casino                                     ,P.O. Box 470                                ,881 Little Deer Drive              ,Pawnee OK 74058                       ,Class II & III                        ,918-387-2222                          ,918-387-2220                                                                          ,zach.hoffman@stonewolfcasino.com
OK    ,Pawnee Nation of Oklahoma                                                             ,Stonewolf Casino                                  ,P.O. Box 470                                ,881 Little Deer Drive              ,Pawnee OK 74058                       ,Class II & III                        ,918-454-7777                          ,918-454-7701                                                                          ,tammy.nichols@stonewolfcasino.com
OK    ,Pawnee Nation of Oklahoma                                                             ,Pawnee Nation Trading Post & Casino               ,P.O. Box 470                                ,881 Little Deer Drive              ,Pawnee OK 74058                       ,Class II & III                        ,918-762-4466                          ,918-762-3627                                                                          ,elizabeth.fassnacht@pawneenationcasino.com
OK    ,Peoria Tribe of Indians of Oklahoma                                                   ,Buffalo Run Casino                                ,P.O. Box 1527                               ,Miami OK 74355                     ,Class II & III                        ,918-542-7140                          ,918-542-7160                          ,patrick.browne@buffalorun.com
OK    ,Ponca Tribe of Indians of Oklahoma                                                    ,Fancy Dance Casino                                ,20 White Eagle Drive                        ,Ponca City OK 74601                ,Class II & III                        ,580-713-4701                          ,N/A                                   ,oliver.littlecook@ponca-nsn.gov
OK    ,Quapaw Tribe of Indians                                                               ,Quapaw Casino                                     ,69300 East Nee Road                         ,Quapaw OK 74363                    ,Class II & III                        ,918-540-0868                          ,918-540-0784                          ,kanderson@quapawcasino.com
OK    ,Quapaw Tribe of Indians                                                               ,Downstream Casino                                 ,69300 East Nee Road                         ,Quapaw OK 74363                    ,Class II & III                        ,918-919-6230                          ,918-542-6254                          ,sgrayson@downstreamcasino.com
OK    ,Sac & Fox Nation                                                                      ,Oklahoma                                          ,Black Hawk Casino                           ,920883 South Highway 99 Building A ,Stroud OK 74079                       ,Class II & III                        ,405-395-0704                          ,405-395-0790                                                                          ,dllarney@sandfcasino.com
OK    ,Sac & Fox Nation                                                                      ,Oklahoma                                          ,Sac and Fox Nation Casino - Stroud          ,920883 South Highway 99 Building A ,Stroud OK 74079                       ,Class II & III                        ,918-968-2540                          ,918-968-2556                                                                          ,ward.williams@blackhawkcasino.org
OK    ,Seminole Nation of Oklahoma                                                           ,Wewoka Trading Post                               ,P.O. Box 1498                               ,Wewoka OK 74884                    ,Class II & III                        ,405-217-0176                          ,405-217-0176                          ,kmerdanian@seminolenationcasinos.com
OK    ,Seminole Nation of Oklahoma                                                           ,Seminole Nation Rivermist Casino                  ,P.O. Box 1498                               ,Wewoka OK 74884                    ,Class II & III                        ,405-217-0176                          ,405-217-0176                          ,chulbutta@seminolenationcasinos.com
OK    ,Seminole Nation of Oklahoma                                                           ,Seminole Nation Casino                            ,P.O. Box 1498                               ,Wewoka OK 74884                    ,Class II & III                        ,405-217-0176                          ,405-217-0176                          ,chulbutta@seminolenationcasinos.com
OK    ,Seneca-Cayuga Nation                                                                  ,Grand Lake Casino                                 ,23701 S. 655 Rd.                            ,Grove OK 74344                     ,Class II & III                        ,918-786-8528                          ,918-786-9451                          ,nbirdsong@grandlakecasino.com
OK    ,Shawnee Tribe                                                                         ,Oklahoma                                          ,Golden Mesa Casino                          ,P.O. Box 189                       ,Miami OK 74355                        ,Class II & III                        ,580-754-2777                          ,N/A                                                                                   ,N/A
OK    ,The Osage Nation                                                                      ,Osage Casino Ponca City                           ,627 Grandview Avenue                        ,Pawhuska OK 74056                  ,Class II & III                        ,580-718-7104                          ,580-765-3054                          ,Jennifer.swords@osagecasinos.com
OK    ,The Osage Nation                                                                      ,Osage Casino Sand Springs                         ,627 Grandview Avenue                        ,Pawhuska OK 74056                  ,Class II & III                        ,918-699-7777                          ,918-699-7700                          ,travis.wilcox@osagecasinos.com
OK    ,The Osage Nation                                                                      ,Osage Casino Skiatook                             ,627 Grandview Avenue                        ,Pawhuska OK 74056                  ,Class II & III                        ,918-396-0197                          ,918-396-0745                          ,edward.gray@osagecasinos.com
OK    ,The Osage Nation                                                                      ,Osage Casino Tulsa                                ,627 Grandview Avenue                        ,Pawhuska OK 74056                  ,Class II & III                        ,918-699-7600                          ,918-699-7601                          ,jeff.bailey@osagecasinos.com
OK    ,The Osage Nation                                                                      ,Osage Casino Bartlesville                         ,627 Grandview Avenue                        ,Pawhuska OK 74056                  ,Class II & III                        ,918-335-7500                          ,918-699-7501                          ,john.shaw@osagecasinos.com
OK    ,The Osage Nation                                                                      ,Osage Casino Hominy                               ,627 Grandview Avenue                        ,Pawhuska OK 74056                  ,Class II & III                        ,918-885-1385                          ,918-885-2157                          ,mark.davis@osagecasinos.com
OK    ,The Osage Nation                                                                      ,Osage Casino Pawhuska                             ,627 Grandview Avenue                        ,Pawhuska OK 74056                  ,Class II & III                        ,918-699-6589                          ,918-287-2071                          ,mason.shackelford@osagecasinos.com
OK    ,Thlopthlocco Tribal Town                                                              ,Oklahoma                                          ,Golden Pony Casino                          ,P.O. Box 188                       ,Okemah OK 74859                       ,Class II & III                        ,918-716-0005                          ,918-623-0045                                                                          ,jlarney@goldenponycasino.com
OK    ,Tonkawa Tribe of Indians of Oklahoma                                                  ,Tonkawa Gasino                                    ,1 Rush Buffalo Rd.                          ,Tonkawa OK 74653                   ,Class II & III                        ,580-628-2624                          ,580-628-2204                          ,pglass@tonkawagaming.com
OK    ,Tonkawa Tribe of Indians of Oklahoma                                                  ,Tonkawa Indian Casino West                        ,1 Rush Buffalo Rd.                          ,Tonkawa OK 74653                   ,Class II & III                        ,580-682-2624                          ,580-682-2204                          ,pglass@tonkawagaming.com
OK    ,Tonkawa Tribe of Indians of Oklahoma                                                  ,Native Lights Casino                              ,1 Rush Buffalo Rd.                          ,Tonkawa OK 74653                   ,Class II & III                        ,580-448-3100                          ,580-628-2089                          ,pglass@tonkawagaming.com
OK    ,Wichita and Affiliated Tribes                                                         ,Sugar Creek Casino South                          ,P.O. Box 729                                ,Anadarko OK 73005                  ,Class II & III                        ,405-652-0510                          ,N/A                                   ,gcoleman@sugarcreekcasino.net
OK    ,Wichita and Affiliated Tribes                                                         ,Sugar Creek Casino                                ,P.O. Box 729                                ,Anadarko OK 73005                  ,Class II & III                        ,405-542-2946                          ,405-542-2949                          ,gcoleman@sugarcreekcasino.net
OK    ,Wyandotte Nation                                                                      ,Oklahoma                                          ,River Bend Casino                           ,8 Turtle Drive                     ,Wyandotte OK 74370                    ,Class II & III                        ,918-678-6409                          ,918-678-3406                                                                          ,cellett@riverbendcasino.com
OK    ,Wyandotte Nation                                                                      ,Oklahoma                                          ,Lucky Turtle Casino                         ,8 Turtle Drive                     ,Wyandotte OK 74370                    ,Class II                              ,918-678-6409                          ,918-678-3769                                                                          ,crllett@riverbendcasino.com
OK    ,Wyandotte Nation                                                                      ,Oklahoma                                          ,Wyandotte Nation Headquarters               ,8 Turtle Drive                     ,Wyandotte OK 74370                    ,Class II & III                        ,                                      ,bfriend@wyandotte-nation.org
OR    ,Confederated Tribes of Coos                                                           ,Lower Umpqua & Siuslaw Indians of Oregon          ,Three Rivers Casino - Coos Bay              ,1245 Fulton Ave                    ,Coos Bay OR 97420                     ,Class II                              ,541-902-6601                          ,541-997-4802                                                                          ,jwest@threeriverscasino.com
OR    ,Confederated Tribes of Coos                                                           ,Lower Umpqua & Siuslaw Indians of Oregon          ,Three Rivers Casino - Florence              ,1245 Fulton Ave                    ,Coos Bay OR 97420                     ,Class II & III                        ,541-997-7529                          ,541-997-4802                                                                          ,jwest@threeriverscasino.com
OR    ,Confederated Tribes of Siletz Indians of Oregon                                       ,Chinook Winds Casino Resort                       ,PO Box 549                                  ,201 SE Swan Ave                    ,Siletz OR 97380                       ,Class II & III                        ,541-994-1074                          ,541-996-5852                                                                          ,mikef@cwcresort.com
OR    ,Confederated Tribes of the Grand Ronde Community of Oregon                            ,Spirit Mountain Casino                            ,9615 Grand Ronde Rd                         ,Grand Ronde OR 97347               ,Class II & III                        ,800-760-7977                          ,503-879-6003                          ,stan.dillon@spiritmtn.com
OR    ,Confederated Tribes of the Umatilla Indian Reservation                                ,Wildhorse Gaming Resort and Casino                ,46411 Timine Way                            ,Pendleton OR 97801                 ,Class II & III                        ,541-278-2274                          ,541-276-6169                          ,al.tovey@wildhorseresort.com
OR    ,Confederated Tribes of the Warm Springs Reservation of OR                             ,Plateau Travel Plaza                              ,P.O. Box 1299                               ,1233 Veterans St                   ,Warm Springs OR 97761                 ,Class II                              ,541-460-7707                          ,541-553-2501                                                                          ,N/A
OR    ,Confederated Tribes of the Warm Springs Reservation of OR                             ,Indian Head Casino                                ,P.O. Box 1299                               ,1233 Veterans St                   ,Warm Springs OR 97761                 ,Class III                             ,541-460-7777                          ,541-460-7751                                                                          ,jcarstensen@indianheadgaming.com
OR    ,Coquille Indian Tribe                                                                 ,The Mill Casino                                   ,3050 Tremont Street                         ,North Bend OR 97459                ,Class III                             ,541-756-8800                          ,N/A                                   ,tporcaro@themillcasino.com
OR    ,Cow Creek Band of Umpqua Tribe of Indians                                             ,Seven Feathers Casino Resort                      ,2371 NE Stephens St STE 100                 ,Roseburg OR 97470                  ,Class II & III                        ,541-839-1111                          ,541-839-4300                          ,bschoneboom@sevenfeathers.com
OR    ,Klamath Tribes                                                                        ,Oregon                                            ,Kla-Mo-Ya Casino                            ,PO Box 436                         ,501 Chiloquin Blvd                    ,Chiloquin OR 97624                    ,Class III                             ,541-783-7529                                                                          ,541-783-7543                               ,eric.wright@klamoyacasino.com
SD    ,Crow Creek Sioux Tribe of the Crow Creek Reservation                                  ,Lode Star Casino                                  ,P.O. Box 50                                 ,Fort Thompson SD 57339             ,Class III                             ,605-245-6000                          ,605-245-2240                          ,lesterdthompsonjr@yahoo.com
SD    ,Flandreau Santee Sioux Tribe                                                          ,Royal River Casino and Hotel                      ,P.O. Box 283                                ,Flandreau SD 57028                 ,Class II & III                        ,605-997-3746                          ,605-997-9998                          ,james.mcdermott@royalriver.com
SD    ,Lower Brule Sioux Tribe of the Lower Brule Reservation                                ,Golden Buffalo Casino & Resort                    ,187 Oyate Circle                            ,Lower Brule SD 57548               ,Class III                             ,605-473-5577                          ,605-473-0556                          ,restes@gwtc.net
SD    ,Oglala Sioux Tribe                                                                    ,Prairie Wind Casino - Dome                        ,P.O. Box 2070                               ,107 Main Street                    ,Pine Ridge SD 57770                   ,Class II                              ,605-867-6300                          ,605-867-2612                                                                          ,brandon.briseno@pwc.casino
SD    ,Oglala Sioux Tribe                                                                    ,East Wind Casino                                  ,P.O. Box 2070                               ,107 Main Street                    ,Pine Ridge SD 57770                   ,Class II                              ,605-685-1140                          ,605-867-2745                                                                          ,Roger.bringshimback@pwc.casino
SD    ,Oglala Sioux Tribe                                                                    ,Prairie Wind Casino                               ,P.O. Box 2070                               ,107 Main Street                    ,Pine Ridge SD 57770                   ,Class III                             ,605-867-6300                          ,605-867-2612                                                                          ,brandon.briseno@pwc.casino
SD    ,Rosebud Sioux Tribe of the Rosebud Indian Reservation                                 ,Prairie Hills Class II Casino and Golf Course     ,P.O. Box 430                                ,Rosebud SD 57570                   ,Class II                              ,N/A                                   ,N/A                                   ,cpeterson@rosebud-casino.com
SD    ,Rosebud Sioux Tribe of the Rosebud Indian Reservation                                 ,Rosebud Casino                                    ,P.O. Box 430                                ,Rosebud SD 57570                   ,Class II & III                        ,605-378-3800                          ,605-378-3870                          ,cpetersen@rosebud-casino.com
SD    ,Sisseton-Wahpeton Oyate of the Lake Traverse Reservation                              ,Dakota Connection Casino                          ,Box 509                                     ,Agency Village SD 57262            ,Class II & III                        ,605-698-4273                          ,605-698-4271                          ,chris.seaboy@dakotaconnection.com
SD    ,Sisseton-Wahpeton Oyate of the Lake Traverse Reservation                              ,Dakota Sioux Casino                               ,Box 509                                     ,Agency Village SD 57262            ,Class II & III                        ,605-882-2051                          ,605-882-2185                          ,kurt.schmidt@dakotamagic.com
ND    ,Standing Rock Sioux Tribe of North and South Dakota                                   ,Grand River Casino & Resort                       ,P.O. Box D                                  ,Fort Yates ND 58538                ,Class II & III                        ,N/A                                   ,N/A                                   ,rkrein@grandrivercasino.com
SD    ,Yankton Sioux Tribe of South Dakota                                                   ,Fort Randall Casino                               ,P.O. Box 1153                               ,800 Main Street SW                 ,Wagner SD 57380                       ,Class II & III                        ,605-487-7871                          ,605-487-7354                                                                          ,jstone@fortrandallcasino.com
TX    ,Alabama-Coushatta Tribe of Texas                                                      ,Naskila Gaming                                    ,571 State Park Road 56                      ,Livingston TX 77351                ,Class II                              ,N/A                                   ,N/A                                   ,doug@naskila.com
TX    ,Kickapoo Traditional Tribe of Texas                                                   ,Kickapoo Lucky Eagle Casino                       ,2212 Rosita Valley Road                     ,Eagle Pass TX 78852                ,Class II                              ,830-758-1936                          ,830-758-1938                          ,christopher.mcclain@klecasino.com
WA    ,Confederated Tribes and Bands of the Yakama Nation                                    ,Yakama Nation Legends Casino                      ,PO Box 151                                  ,401 Fort Rd                        ,Toppenish WA 98948                    ,Class II & III                        ,509-865-8800                          ,509-865-6253                                                                          ,letisha_peterson@legendscasino.net
WA    ,Confederated Tribes of the Chehalis Reservation                                       ,Lucky Eagle Casino and Hotel                      ,PO Box 536                                  ,420 Howanut Road                   ,Oakville WA 98568                     ,Class II & III                        ,360-273-2000                          ,360-273-2409                                                                          ,jbumgarner@chehalistribe.com
WA    ,Confederated Tribes of the Colville Reservation                                       ,12 Tribes Resort Casino                           ,PO Box 150                                  ,21 Colville Street                 ,Nespelem WA 99155                     ,Class III                             ,509-422-8523                          ,509-422-8527                                                                          ,rogerb@colvillecasinos.com
WA    ,Confederated Tribes of the Colville Reservation                                       ,Mill Bay Casino                                   ,PO Box 150                                  ,21 Colville Street                 ,Nespelem WA 99155                     ,Class II & III                        ,800-648-2946                          ,509-687-4501                                                                          ,mikem@colvillecasinos.com
WA    ,Confederated Tribes of the Colville Reservation                                       ,Coulee Dam Casino                                 ,PO Box 150                                  ,21 Colville Street                 ,Nespelem WA 99155                     ,Class II & III                        ,800-556-7492                          ,509-634-3260                                                                          ,tonyp@colvillecasinos.com
WA    ,Cowlitz Tribe                                                                         ,ilani Casino Resort                               ,PO Box 2547                                 ,1055 9th Ave S                     ,Suite B                               ,Longview WA 98632                     ,Class III                             ,N/A                                                                                   ,360-577-7432                               ,kfox@ilaniresort.com
WA    ,Jamestown S'Klallam Tribe                                                             ,Seven Cedars Casino                               ,1033 Old Blyn Highway                       ,Sequim WA 98382                    ,Class II & III                        ,360-683-7777                          ,360-681-6711                          ,gsmithson@7cedarsresort.com
WA    ,Kalispel Indian Community of the Kalispel Reservation                                 ,Kalispel Casino                                   ,1981 LeClerc Rd North                       ,Usk WA 99180                       ,Class II & III                        ,833-881-7492                          ,N/A                                   ,gnenema@kalispeltribe.com
WA    ,Kalispel Indian Community of the Kalispel Reservation                                 ,Northern Quest Resort & Casino                    ,1981 LeClerc Rd North                       ,Usk WA 99180                       ,Class II & III                        ,509-481-7000                          ,509-481-2165                          ,npierre@northernquest.com
WA    ,Lower Elwha Tribal Community                                                          ,Elwha River Casino                                ,2851 Lower Elwha Rd                         ,Port Angeles WA 98363              ,Class II                              ,360-452-3005                          ,360-452-9318                          ,mike.watson@elwharivercasino.com
WA    ,Lummi Tribe of the Lummi Reservation                                                  ,Silver Reef Casino                                ,2665 Kwina Road                             ,Bellingham WA 98226                ,Class III                             ,360-383-0777                          ,360-312-0559                          ,marty.sauvage@silverreefcasino.com
WA    ,Muckleshoot Indian Tribe                                                              ,Muckleshoot Casino I Casino and Resort            ,39015 172nd Ave SE                          ,Auburn WA 98092                    ,Class II & III                        ,253-804-4444                          ,253-839-7702                          ,conrad.granito@muckleshootcasino.com
WA    ,Muckleshoot Indian Tribe                                                              ,Muckleshoot Casino II                             ,39015 172nd Ave SE                          ,Auburn WA 98092                    ,Class II & III                        ,253-804-4444                          ,253-839-7702                          ,conrad.granito@muckleshootcasino.com
WA    ,Muckleshoot Indian Tribe                                                              ,Muckleshoot Indian Bingo                          ,39015 172nd Ave SE                          ,Auburn WA 98092                    ,Class II                              ,253-735-2404                          ,253-735-0384                          ,vikki.simpson@muckleshootbingo.net
WA    ,Nisqually Indian Tribe                                                                ,Red Wind Casino                                   ,4820 She-Nah-Num Dr SE                      ,Olympia WA 98513                   ,Class III                             ,866-946-2444                          ,360-412-8275                          ,jmccloud@redwind.net
WA    ,Nooksack Indian Tribe of Washington                                                   ,Northwood Casino                                  ,PO Box 157                                  ,5016 Deming Rd                     ,Deming WA 98244                       ,Class II                              ,360-734-5101                          ,360-734-5106                                                                          ,rmiguel@nooksackcasino.com
WA    ,Port Gamble S'Klallam Tribe                                                           ,The Point Casino                                  ,31912 Little Boston Rd NE                   ,Kingston WA 98346                  ,Class II & III                        ,360-297-6125                          ,360-297-8929                          ,lculloo@the-point-casino.com
WA    ,Puyallup Tribe of Indians                                                             ,Emerald Queen Casino and Hotel                    ,3009 E Portland Ave                         ,Tacoma WA 98404                    ,Class II & III                        ,253-922-2000                          ,N/A                                   ,frank_wright@emeraldqueen.com
WA    ,Puyallup Tribe of Indians                                                             ,Emerald Queen Casino at Fife                      ,3009 E Portland Ave                         ,Tacoma WA 98404                    ,Class III                             ,253-922-2000                          ,253-517-2346                          ,frank_wright@emeraldqueen.com
WA    ,Quinault Indian Nation                                                                ,Quinault Beach Resort and Casino                  ,PO Box 189                                  ,1214 Aalis Drive                   ,Taholah WA 98587                      ,Class II & III                        ,360-289-9466                          ,360-289-7779                                                                          ,dkajans@QBRCasino.com
WA    ,Shoalwater Bay Tribe of the Shoalwater Bay Indian Reservation                         ,Shoalwater Bay Casino                             ,PO Box 130                                  ,2373 Tokeland Rd                   ,Tokeland WA 98590                     ,Class II                              ,360-267-2048                          ,360-267-0198                                                                          ,jwinokur@shoalwaterbaycasino.com
WA    ,Skokomish Indian Tribe                                                                ,Lucky Dog Casino                                  ,80 N Tribal Center Rd                       ,Skokomish Nation WA 98584          ,Class III                             ,360-877-5656                          ,360-877-9395                          ,dowens@theluckydogcasino.net
WA    ,Snoqualmie Indian Tribe                                                               ,Snoqualmie Casino                                 ,8130 Railroad Ave.                          ,Ste. 103                           ,Snoqualmie WA 98065                   ,Class II & III                        ,425-888-1234                          ,425-888-3278                                                                          ,sle@snocasino.com
WA    ,Spokane Tribe of the Spokane Reservation                                              ,Mistequa Casino                                   ,PO Box 100                                  ,6195 Ford/Wellpinit Rd.            ,Wellpinit WA 99040                    ,Class III                             ,509-935-6167                          ,509-935-6263                                                                          ,dwaynef@chewelahcasino.net
WA    ,Spokane Tribe of the Spokane Reservation                                              ,Spokane Tribe Casino                              ,PO Box 100                                  ,6195 Ford/Wellpinit Rd.            ,Wellpinit WA 99040                    ,Class III                             ,509-818-1501                          ,509-818-1542                                                                          ,javier.delarosa@spokanetribecasino.com
WA    ,Squaxin Island Tribe                                                                  ,Little Creek Casino Resort                        ,10 SE Squaxin Lane                          ,Shelton WA 98584                   ,Class II & III                        ,360-427-7711                          ,360-427-7868                          ,ramon.nunez@little-creekk.co
WA    ,Stillaguamish Tribe of Indians                                                        ,Angel of the Winds Casino                         ,PO Box 277                                  ,3322 236th St NE                   ,Arlington WA 98223                    ,Class II & III (See 25 CFR 502.3 & 4) ,360-572-3800                          ,360-925-1942                                                                          ,toneil@angelofthewinds.com
WA    ,Suquamish Indian Tribe of the Port Madison Reservation                                ,Clearwater Casino & Resort                        ,PO Box 498                                  ,18490 Suquamish Way NE             ,Suquamish WA 98392                    ,Class II & III (See 25 CFR 502.3 & 4) ,360-598-8700                          ,360-598-6895                                                                          ,richpurser@clearwatercasino.com
WA    ,Swinomish Indian Tribal Community                                                     ,Swinomish Casino & Lodge                          ,11404 Moorage Way                           ,LaConner WA 98257                  ,Class III (See 25 CFR 502.3 & 4)      ,360-293-2691                          ,360-293-1273                          ,jellenberger@swinomishcasino.com
WA    ,Tulalip Tribes of Washington                                                          ,Tulalip Resort Casino                             ,6406 Marine Dr                              ,Tulalip WA 98271                   ,Class II & III (See 25 CFR 502.3 & 4) ,360-706-6000                          ,                                      ,kennethk@tulalipresort.com
WA    ,Tulalip Tribes of Washington                                                          ,Tulalip Bingo                                     ,6406 Marine Dr                              ,Tulalip WA 98271                   ,Class II (See 25 CFR 502.3 & 4)       ,360-716-2100                          ,                                      ,tammyt@tulalipresort.com
WA    ,Tulalip Tribes of Washington                                                          ,Quil Ceda Creek Night Club & Casino               ,6406 Marine Dr                              ,Tulalip WA 98271                   ,Class III (See 25 CFR 502.3 & 4)      ,360-716-1700                          ,                                      ,belindah@tulalipresort.com
WA    ,Upper Skagit Indian Tribe of Washington                                               ,Skagit Valley Casino Resort                       ,25944 Community Plaza Way                   ,Sedro Woolley WA 98284             ,Class III (See 25 CFR 502.3 & 4)      ,360-724-7777                          ,360-724-0222                          ,don@theskagit.com
WI    ,Bad River Band of Lake Superior Tribe of Chippewa Indians                             ,Bad River Lodge & Casino                          ,P.O. Box 39                                 ,Odanah WI 54861                    ,Class II & III (See 25 CFR 502.3 & 4) ,715-682-7121                          ,715-682-7149                          ,gamingmanager@badriver.com
WI    ,Forest County Potawatomi Community                                                    ,Potawatomi Hotel & Casino                         ,5416 Everybody's Rd                         ,Crandon WI 54520                   ,Class II & III (See 25 CFR 502.3 & 4) ,414-847-7400                          ,414-645-6866                          ,James.crawford@fcpotawatomi-nsn.gov
WI    ,Forest County Potawatomi Community                                                    ,Carter Casino Hotel                               ,5416 Everybody's Rd                         ,Crandon WI 54520                   ,Class II & III (See 25 CFR 502.3 & 4) ,715-473-2021                          ,715-473-3802                          ,cartercasino.com
WI    ,Ho-Chunk Nation of Wisconsin                                                          ,Ho-Chunk Gaming - Wittenberg                      ,P.O. Box 667 W                              ,9814 Airport Road                  ,Black River Falls WI 54615            ,Class III (See 25 CFR 502.3 & 4)      ,715-253-2121                          ,                                                                                      ,maasusga@ho-chunk.com
WI    ,Ho-Chunk Nation of Wisconsin                                                          ,Ho-Chunk Gaming - Tomah                           ,P.O. Box 667 W                              ,9814 Airport Road                  ,Black River Falls WI 54615            ,Class III (See 25 CFR 502.3 & 4)      ,608-372-3721                          ,                                                                                      ,fletcher.collins@ho-chunk.com
WI    ,Ho-Chunk Nation of Wisconsin                                                          ,Ho-Chunk Gaming - Nekoosa                         ,P.O. Box 667 W                              ,9814 Airport Road                  ,Black River Falls WI 54615            ,Class II & III (See 25 CFR 502.3 & 4) ,715-886-4560                          ,715-886-4551                                                                          ,brian.decorah2@ho-chunk.com
