State ,Tribe Name                                                                            ,Casino_Name                                                 ,Address                                                               ,Game Class Type                       ,Work Phone   ,Work Fax                  ,Email Address                                                                         ,SeatsSlots ,Open_Date ,SquareFeetGaming ,RenovationDate ,Revenue_FY23        ,Cost
OK    ,Otoe-Missouria Tribe of Indians                                                       ,7 Clans First Council Casino                                ,12875 US-77 Newkirk OK 74647                                          ,Class II & III                        ,580-448-3210 ,580-448-3028              ,jim.grant@sevenclans.com                                                              ,      1200 ,     1982 ,           80000 ,          2019 , 12.99497758   ,          
OK    ,Ottawa Tribe of Oklahoma                                                              ,High Winds Casino                                           ,61475 E 100 Rd Miami OK 74354                                         ,Class II & III                        ,918-541-9463 ,918-542-3214              ,Kirk.myrick@ottawagaming.net                                                          ,       450 ,     2006 ,           70000 ,               ,  5.446        ,          
OK    ,Pawnee Nation of Oklahoma                                                             ,TeePee Casino                                               ,28314 East 6th Street Yale OK 74085                                   ,Class II & III                        ,918-387-2222 ,918-387-2220              ,zach.hoffman@stonewolfcasino.com                                                      ,        34 ,     2013 ,                 ,               ,  0.4231111111 ,          
OK    ,Pawnee Nation of Oklahoma                                                             ,Stonewolf Casino                                            ,54251 South 34900 Road Pawnee OK 74058                                ,Class II & III                        ,918-454-7777 ,918-454-7701              ,tammy.nichols@stonewolfcasino.com                                                     ,       300 ,     2016 ,           10000 ,               ,  3.733333333  ,          
OK    ,Pawnee Nation of Oklahoma                                                             ,Pawnee Nation Trading Post & Casino                         ,291 Agency Rd Pawnee OK 74058                                         ,Class II & III                        ,918-762-4466 ,918-762-3627              ,elizabeth.fassnacht@pawneenationcasino.com                                            ,        80 ,     2006 ,            3500 ,          2009 ,  0.9955555556 ,          
OK    ,Peoria Tribe of Indians of Oklahoma                                                   ,Buffalo Run Casino                                          ,1000 Buffalo Run Blvd Miami OK 74354                                  ,Class II & III                        ,918-542-7140 ,918-542-7160              ,patrick.browne@buffalorun.com                                                         ,      1000 ,     2004 ,           70000 ,          2021 , 19.153        ,   3300000
OK    ,Ponca Tribe of Indians of Oklahoma                                                    ,Fancy Dance Casino                                          ,8651 Quail Perry OK 73077                                             ,Class II & III                        ,580-713-4701 ,N/A                       ,oliver.littlecook@ponca-nsn.gov                                                       ,       290 ,     2020 ,           10000 ,               ,  3.908        ,  40000000
OK    ,Quapaw Tribe of Indians                                                               ,Quapaw Casino                                               ,58100 E 64 Rd Miami OK 74354                                          ,Class II & III                        ,918-540-0868 ,918-540-0784              ,kanderson@quapawcasino.com                                                            ,       500 ,     1975 ,           15000 ,               , 23.4484       ,          
OK    ,Quapaw Tribe of Indians                                                               ,Downstream Casino                                           ,69300 E Nee Rd Quapaw OK 74363                                        ,Class II & III                        ,918-919-6230 ,918-542-6254              ,sgrayson@downstreamcasino.com                                                         ,      2000 ,     2008 ,          525000 ,          2018 , 93.7936       , 200000000
OK    ,Sac & Fox Nation                                                                      ,Black Hawk Casino                                           ,42008 Westech Rd Shawnee OK 74804                                     ,Class II & III                        ,405-395-0704 ,405-395-0790              ,dllarney@sandfcasino.com                                                              ,       940 ,     2001 ,           35000 ,               , 15.19724584   ,          
OK    ,Sac & Fox Nation                                                                      ,Sac and Fox Nation Casino - Stroud                          ,356120 926 Rd Stroud OK 74079                                         ,Class II & III                        ,918-968-2540 ,918-968-2556              ,ward.williams@blackhawkcasino.org                                                     ,       142 ,     1995 ,             825 ,               ,  2.295754159  ,          
OK    ,Seminole Nation of Oklahoma                                                           ,Wewoka Trading Post                                         ,220 N Muskogee Ave Wewoka OK 74884                                    ,Class II & III                        ,405-217-0176 ,405-217-0176              ,kmerdanian@seminolenationcasinos.com                                                  ,        50 ,     1995 ,            3424 ,               ,  0.5063672922 ,          
OK    ,Seminole Nation of Oklahoma                                                           ,Seminole Nation Rivermist Casino                            ,14313 Old Hwy 99 Konawa OK 74849                                      ,Class II & III                        ,405-217-0176 ,405-217-0176              ,chulbutta@seminolenationcasinos.com                                                   ,       236 ,     1989 ,           16000 ,               ,  2.390053619  ,          
OK    ,Seminole Nation of Oklahoma                                                           ,Seminole Nation Casino                                      ,11267 I-40 Seminole OK 74868                                          ,Class II & III                        ,405-217-0176 ,405-217-0176              ,chulbutta@seminolenationcasinos.com                                                   ,       460 ,     1994 ,           24000 ,               ,  4.658579088  ,          
OK    ,Seneca-Cayuga Nation                                                                  ,Grand Lake Casino                                           ,24701 S 655 Rd Grove OK 74344                                         ,Class II & III                        ,918-786-8528 ,918-786-9451              ,nbirdsong@grandlakecasino.com                                                         ,       575 ,     2011 ,           45000 ,               , 11.767        ,          
OK    ,Shawnee Tribe                                                                         ,Golden Mesa Casino                                          ,2469 Mile 28 Road Guymon OK 73942                                     ,Class II & III                        ,580-754-2777 ,N/A                       ,                                                                                      ,       600 ,     2019 ,           20206 ,          2025 , 35.227        ,  70000000
OK    ,The Osage Nation                                                                      ,Osage Casino Ponca City                                     ,64464 US-60 Ponca City OK 74604                                       ,Class II & III                        ,580-718-7104 ,580-765-3054              ,Jennifer.swords@osagecasinos.com                                                      ,       400 ,     2013 ,            8620 ,               , 13.8563204    ,          
OK    ,The Osage Nation                                                                      ,Osage Casino Sand Springs                                   ,301 Blackjack Dr Sand Springs OK 74063                                ,Class II & III                        ,918-699-7777 ,918-699-7700              ,travis.wilcox@osagecasinos.com                                                        ,       600 ,     2004 ,           25000 ,               , 20.7844806    ,          
OK    ,The Osage Nation                                                                      ,Osage Casino Skiatook                                       ,5591 W C Rogers Blvd Skiatook OK 74070                                ,Class II & III                        ,918-396-0197 ,918-396-0745              ,edward.gray@osagecasinos.com                                                          ,       430 ,     2012 ,           78000 ,          2013 , 14.89554443   ,          
OK    ,The Osage Nation                                                                      ,Osage Casino Tulsa                                          ,951 West 36th St N Tulsa OK 74127                                     ,Class II & III                        ,918-699-7600 ,918-699-7601              ,jeff.bailey@osagecasinos.com                                                          ,      1600 ,     2016 ,            6800 ,               , 55.4252816    ,1600000000
OK    ,The Osage Nation                                                                      ,Osage Casino Bartlesville                                   ,2001 US-60 Bartlesville OK 74003                                      ,Class II & III                        ,918-335-7500 ,918-699-7501              ,john.shaw@osagecasinos.com                                                            ,       500 ,     2007 ,           57000 ,          2023 , 17.3204005    ,          
OK    ,The Osage Nation                                                                      ,Osage Casino Hominy                                         ,39 Deer Ave Hominy OK 74035                                           ,Class II & III                        ,918-885-1385 ,918-885-2157              ,mark.davis@osagecasinos.com                                                           ,       215 ,     2001 ,            1200 ,          2005 ,  7.447772215  ,          
OK    ,The Osage Nation                                                                      ,Osage Casino Pawhuska                                       ,1421 John Dahl Ave Pawhuska OK 74056                                  ,Class II & III                        ,918-699-6589 ,918-287-2071              ,mason.shackelford@osagecasinos.com                                                    ,       250 ,     2003 ,           12000 ,          2023 ,  8.66020025   ,          
OK    ,Thlopthlocco Tribal Town                                                              ,Golden Pony Casino                                          ,109095 N3830 Rd Okemah OK 74859                                       ,Class II & III                        ,918-716-0005 ,918-623-0045              ,jlarney@goldenponycasino.com                                                          ,       400 ,     2007 ,           10000 ,               ,  5.033        ,          
OK    ,Tonkawa Tribe of Indians of Oklahoma                                                  ,Tonkawa Gasino                                              ,10750 Allen Dr Tonkawa OK 74653                                       ,Class II & III                        ,580-628-2624 ,580-628-2204              ,pglass@tonkawagaming.com                                                              ,        46 ,     1995 ,            2000 ,               ,  0.6916982343 ,          
OK    ,Tonkawa Tribe of Indians of Oklahoma                                                  ,Tonkawa Indian Casino West                                  ,16601 W South Ave Tonkawa OK 74653                                    ,Class II & III                        ,580-682-2624 ,580-682-2204              ,pglass@tonkawagaming.com                                                              ,       600 ,     1999 ,           27000 ,               ,  9.022150883  ,          
OK    ,Tonkawa Tribe of Indians of Oklahoma                                                  ,Native Lights Casino                                        ,12375 US-77 Newkirk OK 74647                                          ,Class II & III                        ,580-448-3100 ,580-628-2089              ,pglass@tonkawagaming.com                                                              ,       600 ,     2006 ,           16000 ,               ,  9.022150883  ,          
OK    ,Wichita and Affiliated Tribes                                                         ,Sugar Creek Casino South                                    ,32107 Highway 281 North 1 mile North of on HWY #281 Anadarko OK 73005 ,Class II & III                        ,405-652-0510 ,N/A                       ,gcoleman@sugarcreekcasino.net                                                         ,       150 ,     2022 ,            7000 ,          2020 ,  1.513235294  ,          
OK    ,Wichita and Affiliated Tribes                                                         ,Sugar Creek Casino                                          ,5304 N Broadway St Hinton OK 73047                                    ,Class II & III                        ,405-542-2946 ,405-542-2949              ,gcoleman@sugarcreekcasino.net                                                         ,       700 ,     1993 ,           17000 ,          2020 ,  7.061764706  ,          
OK    ,Wyandotte Nation                                                                      ,River Bend Casino                                           ,100 Jackpot Pl Wyandotte OK 74370                                     ,Class II & III                        ,918-678-6409 ,918-678-3406              ,cellett@riverbendcasino.com                                                           ,       800 ,     2007 ,           30000 ,          2015 ,  6.970427163  ,  20000000
OK    ,Wyandotte Nation                                                                      ,Lucky Turtle Casino                                         ,64499 US-60 Wyandotte OK 74370                                        ,Class II                              ,918-678-6409 ,918-678-3769              ,crllett@riverbendcasino.com                                                           ,       113 ,     1999 ,            3000 ,               ,  0.9845728368 ,          
OR    ,Confederated Tribes of Coos Lower Umpqua & Siuslaw Indians of Oregon                  ,Three Rivers Casino - Florence                              ,5647 OR-126 Florence OR 97439                                         ,Class II & III                        ,541-997-7529 ,541-997-4802              ,jwest@threeriverscasino.com                                                           ,       700 ,     2004 ,           90000 ,          2007 ,  7.5          ,          
OR    ,Confederated Tribes of Siletz Indians of Oregon                                       ,Chinook Winds Casino Resort                                 ,1777 NW 44th St Lincoln City OR 97367                                 ,Class II & III                        ,541-994-1074 ,541-996-5852              ,mikef@cwcresort.com                                                                   ,      1000 ,     1995 ,          157000 ,          2021 ,145.3          ,          
OR    ,Confederated Tribes of the Grand Ronde Community of Oregon                            ,Spirit Mountain Casino                                      ,27100 SW Salmon River Hwy Grand Ronde OR 9734                         ,Class II & III                        ,800-760-7977 ,503-879-6003              ,stan.dillon@spiritmtn.com                                                             ,      2000 ,     1995 ,           90000 ,          2018 , 14            ,  38000000
OR    ,Confederated Tribes of the Umatilla Indian Reservation                                ,Wildhorse Gaming Resort and Casino                          ,46510 Wildhorse Blvd Pendleton OR 97801                               ,Class II & III                        ,541-278-2274 ,541-276-6169              ,al.tovey@wildhorseresort.com                                                          ,      1200 ,     1995 ,           40000 ,          2024 ,192            ,  80000000
OR    ,Confederated Tribes of the Warm Springs Reservation of OR                             ,Plateau Travel Plaza                                        ,215 NW Cherry Ln Madras OR 97741                                      ,Class II                              ,541-460-7707 ,541-553-2501              ,                                                                                      ,        40 ,     2018 ,           13500 ,               ,  2            ,   1000000
OR    ,Confederated Tribes of the Warm Springs Reservation of OR                             ,Indian Head Casino                                          ,3236 US-26 Warm Springs OR 97761                                      ,Class III                             ,541-460-7777 ,541-460-7751              ,jcarstensen@indianheadgaming.com                                                      ,       500 ,     1996 ,           20000 ,          2012 ,  5.2          ,  11100000
OR    ,Coquille Indian Tribe                                                                 ,The Mill Casino                                             ,3201 Tremont Ave North Bend OR 97459                                  ,Class III                             ,541-756-8800 ,N/A                       ,tporcaro@themillcasino.com                                                            ,       700 ,     1995 ,           14000 ,               ,  7.5          ,  40000000
OR    ,Cow Creek Band of Umpqua Tribe of Indians                                             ,Seven Feathers Casino Resort                                ,146 Chief Miwaleta Ln Canyonville OR 97417                            ,Class II & III                        ,541-839-1111 ,541-839-4300              ,bschoneboom@sevenfeathers.com                                                         ,       950 ,     1994 ,           68000 ,          2021 ,129.3          ,          
OR    ,Klamath Tribes                                                                        ,Kla-Mo-Ya Casino                                            ,34333 US-97 Chiloquin OR 97624                                        ,Class III                             ,541-783-7529 ,541-783-7543              ,eric.wright@klamoyacasino.com                                                         ,       280 ,     2010 ,           18000 ,               , 22.2          ,   4400000
SD    ,Crow Creek Sioux Tribe of the Crow Creek Reservation                                  ,Lode Star Casino                                            ,202 SD-249 Fort Thompson SD 57339                                     ,Class III                             ,605-245-6000 ,605-245-2240              ,lesterdthompsonjr@yahoo.com                                                           ,       200 ,     1994 ,           27000 ,          2003 ,  6.2          ,          
SD    ,Flandreau Santee Sioux Tribe                                                          ,Royal River Casino and Hotel                                ,607 S Veterans St Flandreau SD 57028                                  ,Class II & III                        ,605-997-3746 ,605-997-9998              ,james.mcdermott@royalriver.com                                                        ,       400 ,     1990 ,           17000 ,          2019 , 51.5          ,  30000000
SD    ,Lower Brule Sioux Tribe of the Lower Brule Reservation                                ,Golden Buffalo Casino & Resort                              ,321 Sitting Bull St Lower Brule SD 57548                              ,Class III                             ,605-473-5577 ,605-473-0556              ,restes@gwtc.net                                                                       ,       250 ,     1992 ,            9000 ,          2021 ,  5.1          ,          
SD    ,Oglala Sioux Tribe                                                                    ,Prairie Wind Casino - Dome                                  ,Highway 18 Pine Ridge SD 57770                                        ,Class II                              ,605-867-6300 ,605-867-2612              ,brandon.briseno@pwc.casino                                                            ,        18 ,     1994 ,            6000 ,               ,  1            ,          
SD    ,Oglala Sioux Tribe                                                                    ,East Wind Casino                                            ,110 Grandma B Dr Martin SD 57551                                      ,Class II                              ,605-685-1140 ,605-867-2745              ,Roger.bringshimback@pwc.casino                                                        ,       121 ,     2012 ,            2400 ,               , 15            ,          
SD    ,Oglala Sioux Tribe                                                                    ,Prairie Wind Casino                                         ,112 Casino Dr Pine Ridge SD 57770                                     ,Class III                             ,605-867-6300 ,605-867-2612              ,brandon.briseno@pwc.casino                                                            ,       382 ,     1994 ,           30000 ,               ,  3.9          ,          
SD    ,Rosebud Sioux Tribe of the Rosebud Indian Reservation                                 ,Prairie Hills Class II Casino and Golf Course               ,Mission Golf Course Mission SD 57555                                  ,Class II                              ,N/A          ,N/A                       ,cpeterson@rosebud-casino.com                                                          ,        35 ,     1995 ,                 ,               ,  1            ,          
SD    ,Rosebud Sioux Tribe of the Rosebud Indian Reservation                                 ,Rosebud Casino                                              ,30421 US-83 Valentine NE 69201                                        ,Class II & III                        ,605-378-3800 ,605-378-3870              ,cpetersen@rosebud-casino.com                                                          ,       250 ,     1994 ,           10500 ,               , 25.1          ,   7140955
SD    ,Sisseton-Wahpeton Oyate of the Lake Traverse Reservation                              ,Dakota Connection Casino                                    ,46102 SD-10 Sisseton SD 57262                                         ,Class II & III                        ,605-698-4273 ,605-698-4271              ,chris.seaboy@dakotaconnection.com                                                     ,       190 ,     1995 ,           20000 ,               ,  3.5          ,          
SD    ,Sisseton-Wahpeton Oyate of the Lake Traverse Reservation                              ,Dakota Sioux Casino                                         ,16415 Sioux Conifer Rd Watertown SD 57201                             ,Class II & III                        ,605-882-2051 ,605-882-2185              ,kurt.schmidt@dakotamagic.com                                                          ,       430 ,     2005 ,            8730 ,          2007 , 12.5          ,  23000000
SD    ,Standing Rock Sioux Tribe of North and South Dakota                                   ,Grand River Casino & Resort                                 ,27903 US-12 Mobridge SD 57601                                         ,Class II & III                        ,N/A          ,N/A                       ,rkrein@grandrivercasino.com                                                           ,       250 ,     1994 ,           40000 ,               , 24.3          ,          
SD    ,Yankton Sioux Tribe of South Dakota                                                   ,Fort Randall Casino                                         ,7011 38538 SD-46 Lake Andes SD 57356                                  ,Class II & III                        ,605-487-7871 ,605-487-7354              ,jstone@fortrandallcasino.com                                                          ,       298 ,     1991 ,           68000 ,          2010 , 18.9          ,  10000000
TX    ,Alabama-Coushatta Tribe of Texas                                                      ,Naskila Gaming                                              ,540 State Park Rd 56 Livingston TX 77351                              ,Class II                              ,N/A          ,N/A                       ,doug@naskila.com                                                                      ,       800 ,     2001 ,           30000 ,          2021 ,100            ,          
TX    ,Kickapoo Traditional Tribe of Texas                                                   ,Kickapoo Lucky Eagle Casino                                 ,794 Lucky Eagle Dr Eagle Pass TX 78852                                ,Class II                              ,830-758-1936 ,830-758-1938              ,christopher.mcclain@klecasino.com                                                     ,      3300 ,     1996 ,           15000 ,          2013 , 51.5          ,  90000000
WA    ,Confederated Tribes and Bands of the Yakama Nation                                    ,Yakama Nation Legends Casino                                ,580 Fort Rd Toppenish WA 98948                                        ,Class II & III                        ,509-865-8800 ,509-865-6253              ,letisha_peterson@legendscasino.net                                                    ,      1500 ,     1998 ,           55000 ,          2017 , 75            ,  90000000
WA    ,Confederated Tribes of the Chehalis Reservation                                       ,Lucky Eagle Casino and Hotel                                ,12888 188th Ave SW Rochester WA 98579                                 ,Class II & III                        ,360-273-2000 ,360-273-2409              ,jbumgarner@chehalistribe.com                                                          ,      1200 ,     1995 ,           55000 ,          2015 , 82.5          ,  40000000
WA    ,Confederated Tribes of the Colville Reservation                                       ,12 Tribes Resort Casino                                     ,28968 US-97 Omak WA 98841                                             ,Class III                             ,509-422-8523 ,509-422-8527              ,rogerb@colvillecasinos.com                                                            ,       500 ,     2015 ,           56000 ,               ,  5.4          ,  68000000
WA    ,Confederated Tribes of the Colville Reservation                                       ,Mill Bay Casino                                             ,455 Wapato Lake Rd Manson WA 98831-9577                               ,Class II & III                        ,800-648-2946 ,509-687-4501              ,mikem@colvillecasinos.com                                                             ,       600 ,     2004 ,           35000 ,          2021 ,  3.5          ,   7200000
WA    ,Confederated Tribes of the Colville Reservation                                       ,Coulee Dam Casino                                           ,515 Birch St Coulee Dam WA 99116                                      ,Class II & III                        ,800-556-7492 ,509-634-3260              ,tonyp@colvillecasinos.com                                                             ,       150 ,     2004 ,            5000 ,          2008 ,  3.6          ,  24000000
WA    ,Cowlitz Tribe                                                                         ,ilani Casino Resort                                         ,1 Cowlitz Wy Ridgefield WA 98642                                      ,Class III                             ,N/A          ,360-577-7432              ,kfox@ilaniresort.com                                                                  ,      3000 ,     2017 ,          110000 ,          2023 ,450            , 510000000
WA    ,Jamestown S'Klallam Tribe                                                             ,Seven Cedars Casino                                         ,270756 US-101 Sequim WA 98382                                         ,Class II & III                        ,360-683-7777 ,360-681-6711              ,gsmithson@7cedarsresort.com                                                           ,       600 ,     1995 ,           11000 ,          2012 , 31.6          ,  47500000
WA    ,Kalispel Indian Community of the Kalispel Reservation                                 ,Kalispel Casino                                             ,420 Qlispe River Rd Cusick WA 99119                                   ,Class II & III                        ,833-881-7492 ,N/A                       ,gnenema@kalispeltribe.com                                                             ,       165 ,     2019 ,           55540 ,          2018 , 15            ,  10800000
WA    ,Kalispel Indian Community of the Kalispel Reservation                                 ,Northern Quest Resort & Casino                              ,100 N Hayford Rd Airway Heights WA 99001                              ,Class II & III                        ,509-481-7000 ,509-481-2165              ,npierre@northernquest.com                                                             ,      1600 ,     2000 ,           60000 ,          2023 , 49.9          ,  20000000
WA    ,Lower Elwha Tribal Community                                                          ,Elwha River Casino                                          ,631 Stratton Rd Port Angeles WA 98363                                 ,Class II                              ,360-452-3005 ,360-452-9318              ,mike.watson@elwharivercasino.com                                                      ,       300 ,     2009 ,           22000 ,          2022 ,  7.1          ,  13000000
WA    ,Lummi Tribe of the Lummi Reservation                                                  ,Silver Reef Casino                                          ,4876 Haxton Way Ferndale WA 98248                                     ,Class III                             ,360-383-0777 ,360-312-0559              ,marty.sauvage@silverreefcasino.com                                                    ,      1000 ,     2002 ,           80000 ,          2013 ,107            ,  20000000
WA    ,Muckleshoot Indian Tribe                                                              ,Muckleshoot Casino I Casino and Resort                      ,Muckleshoot Casino Resort 2402 Auburn Way S Auburn WA 98002           ,Class II & III                        ,253-804-4444 ,253-839-7702              ,conrad.granito@muckleshootcasino.com                                                  ,      3500 ,     1995 ,          300000 ,          2021 ,750            , 140000000
WA    ,Nisqually Indian Tribe                                                                ,Red Wind Casino                                             ,12819 Yelm Hwy SE Olympia WA 98513                                    ,Class III                             ,866-946-2444 ,360-412-8275              ,jmccloud@redwind.net                                                                  ,      1670 ,     1997 ,           46000 ,          2020 , 37            ,  45000000
WA    ,Nooksack Indian Tribe of Washington                                                   ,Northwood Casino                                            ,9750 Northwood Rd Lynden WA 98264                                     ,Class II                              ,360-734-5101 ,360-734-5106              ,rmiguel@nooksackcasino.com                                                            ,       400 ,     2007 ,           30000 ,               , 35            ,          
WA    ,Port Gamble S'Klallam Tribe                                                           ,The Point Casino                                            ,7989 NE Salish Ln Kingston WA 98346                                   ,Class II & III                        ,360-297-6125 ,360-297-8929              ,lculloo@the-point-casino.com                                                          ,       800 ,     2002 ,           50000 ,          2011 , 60.5          ,  25000000
WA    ,Puyallup Tribe of Indians                                                             ,Emerald Queen Casino and Hotel                              ,2920 E R St Tacoma WA 98404                                           ,Class II & III                        ,253-922-2000 ,N/A                       ,frank_wright@emeraldqueen.com                                                         ,      2100 ,     2020 ,          100000 ,               ,388.2          , 372000000
WA    ,Puyallup Tribe of Indians                                                             ,Emerald Queen Casino at Fife                                ,5700 Pacific Hwy E Fife WA 98424                                      ,Class III                             ,253-922-2000 ,253-517-2346              ,frank_wright@emeraldqueen.com                                                         ,      2300 ,     2002 ,          310000 ,          2020 , 13            , 400000000
WA    ,Quinault Indian Nation                                                                ,Quinault Beach Resort and Casino                            ,78 WA-115 Ocean Shores WA 98569                                       ,Class II & III                        ,360-289-9466 ,360-289-7779              ,dkajans@QBRCasino.com                                                                 ,       700 ,     2000 ,           19000 ,          2016 , 56.2          ,  25000000
WA    ,Shoalwater Bay Tribe of the Shoalwater Bay Indian Reservation                         ,Shoalwater Bay Casino                                       ,4112 WA-105 Tokeland WA 98590                                         ,Class II                              ,360-267-2048 ,360-267-0198              ,jwinokur@shoalwaterbaycasino.com                                                      ,       318 ,     2003 ,           14000 ,               , 17.4          ,          
WA    ,Skokomish Indian Tribe                                                                ,Lucky Dog Casino                                            ,19330 US-101 Skokomish WA 98584                                       ,Class III                             ,360-877-5656 ,360-877-9395              ,dowens@theluckydogcasino.net                                                          ,       250 ,     2001 ,           65000 ,               , 15            ,   4000000
WA    ,Snoqualmie Indian Tribe                                                               ,Snoqualmie Casino                                           ,37500 SE North Bend Way Snoqualmie WA 98065                           ,Class II & III                        ,425-888-1234 ,425-888-3278              ,sle@snocasino.com                                                                     ,      1700 ,     2008 ,           51000 ,          2024 ,190.7          , 400000000
WA    ,Spokane Tribe of the Spokane Reservation                                              ,Mistequa Casino                                             ,2555 Smith Rd Chewelah WA 99109                                       ,Class III                             ,509-935-6167 ,509-935-6263              ,dwaynef@chewelahcasino.net                                                            ,       455 ,     2008 ,           30000 ,          2023 ,  9.6          ,  40000000
WA    ,Spokane Tribe of the Spokane Reservation                                              ,Spokane Tribe Casino                                        ,14300 US-2 Airway Heights WA 99001                                    ,Class III                             ,509-818-1501 ,509-818-1542              ,javier.delarosa@spokanetribecasino.com                                                ,       900 ,     2018 ,           38000 ,               , 43            , 400000000
WA    ,Squaxin Island Tribe                                                                  ,Little Creek Casino Resort                                  ,91 WA-108 Shelton WA 98584                                            ,Class II & III                        ,360-427-7711 ,360-427-7868              ,ramon.nunez@little-creekk.co                                                          ,       750 ,     1995 ,           35000 ,          2007 ,185            ,  35000000
WA    ,Stillaguamish Tribe of Indians                                                        ,Angel of the Winds Casino                                   ,3438 Stoluckquamish Ln Arlington WA 98223                             ,Class II & III (See 25 CFR 502.3 & 4) ,360-572-3800 ,360-925-1942              ,toneil@angelofthewinds.com                                                            ,      1400 ,     2004 ,          112000 ,          2015 , 20.4          , 104000000
WA    ,Suquamish Indian Tribe of the Port Madison Reservation                                ,Clearwater Casino & Resort                                  ,15347 Suquamish Way NE Suquamish WA 98392                             ,Class II & III (See 25 CFR 502.3 & 4) ,360-598-8700 ,360-598-6895              ,richpurser@clearwatercasino.com                                                       ,      1200 ,     1995 ,           22500 ,          2003 ,114.2          ,          
WA    ,Swinomish Indian Tribal Community                                                     ,Swinomish Casino & Lodge                                    ,12885 Casino Dr Anacortes WA 98221                                    ,Class III (See 25 CFR 502.3 & 4)      ,360-293-2691 ,360-293-1273              ,jellenberger@swinomishcasino.com                                                      ,       900 ,     1985 ,           70000 ,          2016 , 22.5          ,          
WA    ,Tulalip Tribes of Washington                                                          ,Tulalip Resort Casino                                       ,10200 Quil Ceda Blvd Tulalip WA 98271                                 ,Class II & III (See 25 CFR 502.3 & 4) ,360-706-6000 ,                          ,kennethk@tulalipresort.com                                                            ,      2300 ,     2001 ,          192000 ,          2015 , 62            ,  78000000
WA    ,Tulalip Tribes of Washington                                                          ,Tulalip Bingo                                               ,2911 Quil Ceda Blvd Tulalip WA 98271                                  ,Class II (See 25 CFR 502.3 & 4)       ,360-716-2100 ,                          ,tammyt@tulalipresort.com                                                              ,       200 ,     1992 ,           22000 ,               ,  5.5          ,          
WA    ,Tulalip Tribes of Washington                                                          ,Quil Ceda Creek Night Club & Casino                         ,6221 31st Ave NE Tulalip WA 98271                                     ,Class III (See 25 CFR 502.3 & 4)      ,360-716-1700 ,                          ,belindah@tulalipresort.com                                                            ,      1500 ,     1983 ,          126700 ,          2013 , 13.5          , 103000000
WA    ,Upper Skagit Indian Tribe of Washington                                               ,Skagit Valley Casino Resort                                 ,5984 Darrk Ln Bow WA 98232                                            ,Class III (See 25 CFR 502.3 & 4)      ,360-724-7777 ,360-724-0222              ,don@theskagit.com                                                                     ,       900 ,     1995 ,           64000 ,          2002 , 35            ,          
WI    ,Bad River Band of Lake Superior Tribe of Chippewa Indians                             ,Bad River Lodge & Casino                                    ,73370 US-2 Ashland WI 54806                                           ,Class II & III (See 25 CFR 502.3 & 4) ,715-682-7121 ,715-682-7149              ,gamingmanager@badriver.com                                                            ,       450 ,     1996 ,           74000 ,               ,  5.4          ,          
WI    ,Forest County Potawatomi Community                                                    ,Potawatomi Hotel & Casino                                   ,1721 W Canal St Milwaukee WI 53233                                    ,Class II & III (See 25 CFR 502.3 & 4) ,414-847-7400 ,414-645-6866              ,James.crawford@fcpotawatomi-nsn.gov                                                   ,      3000 ,     1991 ,          150000 ,          2008 ,388            , 180000000
WI    ,Forest County Potawatomi Community                                                    ,Carter Casino Hotel                                         ,618 WI-32 Wabeno WI 54566                                             ,Class II & III (See 25 CFR 502.3 & 4) ,715-473-2021 ,715-473-3802              ,cartercasino.com                                                                      ,       500 ,     1992 ,           68000 ,               , 26.7          ,          
WI    ,Ho-Chunk Nation of Wisconsin                                                          ,Ho-Chunk Gaming - Wittenberg                                ,N7198 US-45 Wittenberg WI 54499                                       ,Class III (See 25 CFR 502.3 & 4)      ,715-253-2121 ,                          ,maasusga@ho-chunk.com                                                                 ,       500 ,     2008 ,           11000 ,          2017 ,123.2531056    ,  33000000
WI    ,Ho-Chunk Nation of Wisconsin                                                          ,Ho-Chunk Gaming - Tomah                                     ,27867 WI-21 Tomah WI 54660                                            ,Class III (See 25 CFR 502.3 & 4)      ,608-372-3721 ,                          ,fletcher.collins@ho-chunk.com                                                         ,       102 ,     2004 ,            2082 ,          2016 , 25.14363354   ,          
WI    ,Ho-Chunk Nation of Wisconsin                                                          ,Ho-Chunk Gaming - Nekoosa                                   ,949 County Rd G Nekoosa WI 54457                                      ,Class II & III (See 25 CFR 502.3 & 4) ,715-886-4560 ,715-886-4551              ,brian.decorah2@ho-chunk.com                                                           ,       650 ,     1993 ,           37000 ,          2010 ,160.2290373    ,   4500000
WI    ,Ho-Chunk Nation of Wisconsin                                                          ,Ho-Chunk Gaming - Black River Falls                         ,W9010 WI-54 Black River Falls WI 54615                                ,Class II & III (See 25 CFR 502.3 & 4) ,715-284-9098 ,715-284-9739              ,ho-chunk@ho-chunk.com                                                                 ,       600 ,     2000 ,           38000 ,          2017 ,147.9037267    ,  14000000
WI    ,Ho-Chunk Nation of Wisconsin                                                          ,Ho-Chunk Gaming - Wisconsin Dells                           ,S3214 County Hwy BD Baraboo WI 53913                                  ,Class II & III (See 25 CFR 502.3 & 4) ,608-356-6210 ,608-355-4046              ,jones.funmaker@ho-chunk.com                                                           ,      2200 ,     2008 ,           98000 ,          2016 ,542.3136646    ,  40000000
