State ,Tribe Name                                                                            ,Casino Name                                                 ,Address                                                               ,Game Class Type                       ,Work Phone   ,Work Fax                     ,Email Address                                                                         ,SeatsSlots ,Open_Date ,SquareFeetGaming ,Renovation_Expansion_completeDate ,CasinoWebsiteLink                                                                                                                                                                                                                                                                                                                    ,Cost
OK    ,Muscogee (Creek) Nation                                                               ,Creek Nation Casino - Checotah                              ,830 N Broadway St Checotah OK 74426                                   ,Class II & III                        ,918-473-4628 ,918-473-5899                 ,lachrista.lollis@creeknationcasino.com                                                ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Muscogee (Creek) Nation                                                               ,Creek Nation Travel Plaza - Muskogee                        ,3950 N 32nd St Muskogee OK 74401                                      ,Class II & III                        ,918-683-1825 ,918-709-7509                 ,farrell.kaaihue@creeknationcasino.com                                                 ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Muscogee (Creek) Nation                                                               ,Creek Nation Travel Plaza - Okmulgee                        ,2800 N Wood Dr Okmulgee OK 74447                                      ,Class II & III                        ,918-756-8400 ,N/A                          ,roger.birdcreek@creeknationcasino.com                                                 ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Muscogee (Creek) Nation                                                               ,Creek Nation Casino - Holdenville                           ,211 E Willow St Holdenville OK 74848                                  ,Class II & III                        ,405-379-3321 ,405-379-3504                 ,joel.chaffin@creeknationcasino.com                                                    ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Muscogee (Creek) Nation                                                               ,Creek Nation Casino - Muskogee                              ,3420 W Peak Blvd Muskogee OK 74401                                    ,Class II & III                        ,918-683-1825 ,918-687-7318                 ,farrell.kaaihue@creeknationcasino.com                                                 ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Muscogee (Creek) Nation                                                               ,Creek Nation Casino - Okemah                                ,S. 1100 S Woody Guthrie St Okemah OK 74859                            ,Class II & III                        ,918-623-0051 ,918-623-0330                 ,casey.jones@creeknationcasino.com                                                     ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Muscogee (Creek) Nation                                                               ,One Fire Casino                                             ,1901 N Wood Dr Okmulgee OK 74447                                      ,Class II & III                        ,918-756-8400 ,918-756-8497                 ,roger.birdcreek@creeknationcasino.com                                                 ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Muscogee (Creek) Nation                                                               ,River Spirit Casino                                         ,8330 Riverside Pkwy Tulsa OK 74137                                    ,Class II & III                        ,918-995-8212 ,N/A                          ,jerry.floyd@riverspirittulsa.com                                                      ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Muscogee (Creek) Nation                                                               ,Creek Nation Casino - Bristow                               ,121 W Lincoln Ave Bristow OK 74010                                    ,Class II & III                        ,918-367-9168 ,918-367-9925                 ,david.warrior@creeknationcasino.com                                                   ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Muscogee (Creek) Nation                                                               ,Creek Nation Casino - Duck Creek                            ,10085 Ferguson Rd Beggs OK 74421                                      ,Class II & III                        ,918-267-3449 ,918-267-3474                 ,lorinda.driskill@creeknationcasino.com                                                ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Muscogee (Creek) Nation                                                               ,Creek Nation Casino - Eufaula                               ,806 Forest Ave Eufaula OK 74432                                       ,Class II & III                        ,918-689-9191 ,918-689-9260                 ,Derek.fife@creeknationcasino.com                                                      ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Otoe-Missouria Tribe of Indians                                                       ,7 Clans Paradise Casino                                     ,7500 US-177 Red Rock OK 74651                                         ,Class II & III                        ,580-723-4005 ,580-723-1058                 ,velda.rocha@sevenclans.com                                                            ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Otoe-Missouria Tribe of Indians                                                       ,7 Clans Casino Perry                                        ,511 Kaw St Perry OK 73077                                             ,Class II & III                        ,580-336-7260 ,N/A                          ,curtis.burgess@sevenclans.com                                                         ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Otoe-Missouria Tribe of Indians                                                       ,7 Clans Red Rock Casino                                     ,8401 Highway 177 Red Rock OK 74651                                    ,Class II & III                        ,580-723-4362 ,580-723-1020                 ,cburgess@7clans.net                                                                   ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Otoe-Missouria Tribe of Indians                                                       ,7 Clans Chilocco Casino                                     ,12901 US-77 Newkirk OK 74647                                          ,Class II & III                        ,580-448-3218 ,580-448-3213                 ,laura.rosas@sevenclans.com                                                            ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Otoe-Missouria Tribe of Indians                                                       ,7 Clans First Council Casino                                ,12875 US-77 Newkirk OK 74647                                          ,Class II & III                        ,580-448-3210 ,580-448-3028                 ,jim.grant@sevenclans.com                                                              ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Ottawa Tribe of Oklahoma                                                              ,High Winds Casino                                           ,61475 E 100 Rd Miami OK 74354                                         ,Class II & III                        ,918-541-9463 ,918-542-3214                 ,Kirk.myrick@ottawagaming.net                                                          ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Pawnee Nation of Oklahoma                                                             ,TeePee Casino                                               ,28314 East 6th Street Yale OK 74085                                   ,Class II & III                        ,918-387-2222 ,918-387-2220                 ,zach.hoffman@stonewolfcasino.com                                                      ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Pawnee Nation of Oklahoma                                                             ,Stonewolf Casino                                            ,54251 South 34900 Road Pawnee OK 74058                                ,Class II & III                        ,918-454-7777 ,918-454-7701                 ,tammy.nichols@stonewolfcasino.com                                                     ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Pawnee Nation of Oklahoma                                                             ,Pawnee Nation Trading Post & Casino                         ,291 Agency Rd Pawnee OK 74058                                         ,Class II & III                        ,918-762-4466 ,918-762-3627                 ,elizabeth.fassnacht@pawneenationcasino.com                                            ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Peoria Tribe of Indians of Oklahoma                                                   ,Buffalo Run Casino                                          ,1000 Buffalo Run Blvd Miami OK 74354                                  ,Class II & III                        ,918-542-7140 ,918-542-7160                 ,patrick.browne@buffalorun.com                                                         ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Ponca Tribe of Indians of Oklahoma                                                    ,Fancy Dance Casino                                          ,8651 Quail Perry OK 73077                                             ,Class II & III                        ,580-713-4701 ,N/A                          ,oliver.littlecook@ponca-nsn.gov                                                       ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Quapaw Tribe of Indians                                                               ,Quapaw Casino                                               ,58100 E 64 Rd Miami OK 74354                                          ,Class II & III                        ,918-540-0868 ,918-540-0784                 ,kanderson@quapawcasino.com                                                            ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Quapaw Tribe of Indians                                                               ,Downstream Casino                                           ,69300 E Nee Rd Quapaw OK 74363                                        ,Class II & III                        ,918-919-6230 ,918-542-6254                 ,sgrayson@downstreamcasino.com                                                         ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Sac & Fox Nation                                                                      ,Black Hawk Casino                                           ,42008 Westech Rd Shawnee OK 74804                                     ,Class II & III                        ,405-395-0704 ,405-395-0790                 ,dllarney@sandfcasino.com                                                              ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Sac & Fox Nation                                                                      ,Sac and Fox Nation Casino - Stroud                          ,356120 926 Rd Stroud OK 74079                                         ,Class II & III                        ,918-968-2540 ,918-968-2556                 ,ward.williams@blackhawkcasino.org                                                     ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Seminole Nation of Oklahoma                                                           ,Wewoka Trading Post                                         ,220 N Muskogee Ave Wewoka OK 74884                                    ,Class II & III                        ,405-217-0176 ,405-217-0176                 ,kmerdanian@seminolenationcasinos.com                                                  ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Seminole Nation of Oklahoma                                                           ,Seminole Nation Rivermist Casino                            ,14313 Old Hwy 99 Konawa OK 74849                                      ,Class II & III                        ,405-217-0176 ,405-217-0176                 ,chulbutta@seminolenationcasinos.com                                                   ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Seminole Nation of Oklahoma                                                           ,Seminole Nation Casino                                      ,11267 I-40 Seminole OK 74868                                          ,Class II & III                        ,405-217-0176 ,405-217-0176                 ,chulbutta@seminolenationcasinos.com                                                   ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Seneca-Cayuga Nation                                                                  ,Grand Lake Casino                                           ,24701 S 655 Rd Grove OK 74344                                         ,Class II & III                        ,918-786-8528 ,918-786-9451                 ,nbirdsong@grandlakecasino.com                                                         ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Shawnee Tribe                                                                         ,Golden Mesa Casino                                          ,2469 Mile 28 Road Guymon OK 73942                                     ,Class II & III                        ,580-754-2777 ,N/A                          ,                                                                                      ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,The Osage Nation                                                                      ,Osage Casino Ponca City                                     ,64464 US-60 Ponca City OK 74604                                       ,Class II & III                        ,580-718-7104 ,580-765-3054                 ,Jennifer.swords@osagecasinos.com                                                      ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,The Osage Nation                                                                      ,Osage Casino Sand Springs                                   ,301 Blackjack Dr Sand Springs OK 74063                                ,Class II & III                        ,918-699-7777 ,918-699-7700                 ,travis.wilcox@osagecasinos.com                                                        ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,The Osage Nation                                                                      ,Osage Casino Skiatook                                       ,5591 W C Rogers Blvd Skiatook OK 74070                                ,Class II & III                        ,918-396-0197 ,918-396-0745                 ,edward.gray@osagecasinos.com                                                          ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,The Osage Nation                                                                      ,Osage Casino Tulsa                                          ,951 West 36th St N Tulsa OK 74127                                     ,Class II & III                        ,918-699-7600 ,918-699-7601                 ,jeff.bailey@osagecasinos.com                                                          ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,The Osage Nation                                                                      ,Osage Casino Bartlesville                                   ,2001 US-60 Bartlesville OK 74003                                      ,Class II & III                        ,918-335-7500 ,918-699-7501                 ,john.shaw@osagecasinos.com                                                            ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,The Osage Nation                                                                      ,Osage Casino Hominy                                         ,39 Deer Ave Hominy OK 74035                                           ,Class II & III                        ,918-885-1385 ,918-885-2157                 ,mark.davis@osagecasinos.com                                                           ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,The Osage Nation                                                                      ,Osage Casino Pawhuska                                       ,1421 John Dahl Ave Pawhuska OK 74056                                  ,Class II & III                        ,918-699-6589 ,918-287-2071                 ,mason.shackelford@osagecasinos.com                                                    ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Thlopthlocco Tribal Town                                                              ,Golden Pony Casino                                          ,109095 N3830 Rd Okemah OK 74859                                       ,Class II & III                        ,918-716-0005 ,918-623-0045                 ,jlarney@goldenponycasino.com                                                          ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Tonkawa Tribe of Indians of Oklahoma                                                  ,Tonkawa Gasino                                              ,10750 Allen Dr Tonkawa OK 74653                                       ,Class II & III                        ,580-628-2624 ,580-628-2204                 ,pglass@tonkawagaming.com                                                              ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Tonkawa Tribe of Indians of Oklahoma                                                  ,Tonkawa Indian Casino West                                  ,16601 W South Ave Tonkawa OK 74653                                    ,Class II & III                        ,580-682-2624 ,580-682-2204                 ,pglass@tonkawagaming.com                                                              ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Tonkawa Tribe of Indians of Oklahoma                                                  ,Native Lights Casino                                        ,12375 US-77 Newkirk OK 74647                                          ,Class II & III                        ,580-448-3100 ,580-628-2089                 ,pglass@tonkawagaming.com                                                              ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Wichita and Affiliated Tribes                                                         ,Sugar Creek Casino South                                    ,32107 Highway 281 North 1 mile North of on HWY #281 Anadarko OK 73005 ,Class II & III                        ,405-652-0510 ,N/A                          ,gcoleman@sugarcreekcasino.net                                                         ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Wichita and Affiliated Tribes                                                         ,Sugar Creek Casino                                          ,5304 N Broadway St Hinton OK 73047                                    ,Class II & III                        ,405-542-2946 ,405-542-2949                 ,gcoleman@sugarcreekcasino.net                                                         ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Wyandotte Nation                                                                      ,River Bend Casino                                           ,100 Jackpot Pl Wyandotte OK 74370                                     ,Class II & III                        ,918-678-6409 ,918-678-3406                 ,cellett@riverbendcasino.com                                                           ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Wyandotte Nation                                                                      ,Lucky Turtle Casino                                         ,64499 US-60 Wyandotte OK 74370                                        ,Class II                              ,918-678-6409 ,918-678-3769                 ,crllett@riverbendcasino.com                                                           ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Wyandotte Nation                                                                      ,Wyandotte Nation Headquarters                               ,64700 US-60 Wyandotte OK 74370                                        ,Class II & III                        ,             ,bfriend@wyandotte-nation.org ,                                                                                      ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OR    ,Confederated Tribes of Coos Lower Umpqua & Siuslaw Indians of Oregon                  ,Three Rivers Casino - Coos Bay                              ,1297 Ocean Blvd NW Coos Bay OR 97420                                  ,Class II                              ,541-902-6601 ,541-997-4802                 ,jwest@threeriverscasino.com                                                           ,       250 ,     2015 ,           15000 ,                                  ,https://www.threeriverscasino.com/#:~:text=Coos%20Bay%20offers%20a%2015%2C000                                                                                                                                                                                                                                                        ,   5000000
OR    ,Confederated Tribes of Coos Lower Umpqua & Siuslaw Indians of Oregon                  ,Three Rivers Casino - Florence                              ,5647 OR-126 Florence OR 97439                                         ,Class II & III                        ,541-997-7529 ,541-997-4802                 ,jwest@threeriverscasino.com                                                           ,       700 ,     2004 ,           90000 ,                             2007 ,https://www.500nations.com/casinos/orThreeRivers.asp                                                                                                                                                                                                                                                                                 ,          
OR    ,Confederated Tribes of Siletz Indians of Oregon                                       ,Chinook Winds Casino Resort                                 ,1777 NW 44th St Lincoln City OR 97367                                 ,Class II & III                        ,541-994-1074 ,541-996-5852                 ,mikef@cwcresort.com                                                                   ,      1000 ,     1995 ,          157000 ,                             2021 ,https://en.wikipedia.org/wiki/Chinook_Winds_Casino                                                                                                                                                                                                                                                                                   ,          
OR    ,Confederated Tribes of the Grand Ronde Community of Oregon                            ,Spirit Mountain Casino                                      ,27100 SW Salmon River Hwy Grand Ronde OR 9734                         ,Class II & III                        ,800-760-7977 ,503-879-6003                 ,stan.dillon@spiritmtn.com                                                             ,      2000 ,     1995 ,           90000 ,                             2018 ,https://en.wikipedia.org/wiki/Spirit_Mountain_Casino_(Oregon)                                                                                                                                                                                                                                                                        ,  38000000
OR    ,Confederated Tribes of the Umatilla Indian Reservation                                ,Wildhorse Gaming Resort and Casino                          ,46510 Wildhorse Blvd Pendleton OR 97801                               ,Class II & III                        ,541-278-2274 ,541-276-6169                 ,al.tovey@wildhorseresort.com                                                          ,      1200 ,     1995 ,           40000 ,                             2024 ,https://www.wildhorseresort.com/casino/                                                                                                                                                                                                                                                                                              ,  80000000
OR    ,Confederated Tribes of the Warm Springs Reservation of OR                             ,Plateau Travel Plaza                                        ,215 NW Cherry Ln Madras OR 97741                                      ,Class II                              ,541-460-7707 ,541-553-2501                 ,                                                                                      ,        40 ,     2018 ,           13500 ,                                  ,https://www.prnewswire.com/news-releases/plateau-travel-plaza-opens-today-in-madras-300625582.html                                                                                                                                                                                                                                   ,   1000000
OR    ,Confederated Tribes of the Warm Springs Reservation of OR                             ,Indian Head Casino                                          ,3236 US-26 Warm Springs OR 97761                                      ,Class III                             ,541-460-7777 ,541-460-7751                 ,jcarstensen@indianheadgaming.com                                                      ,       500 ,     1996 ,           20000 ,                             2012 ,https://www.oregonlive.com/entertainment/2024/05/oregons-9-tribal-casinos-where-to-play-dine-and-stay.html                                                                                                                                                                                                                           ,  11100000
OR    ,Coquille Indian Tribe                                                                 ,The Mill Casino                                             ,3201 Tremont Ave North Bend OR 97459                                  ,Class III                             ,541-756-8800 ,N/A                          ,tporcaro@themillcasino.com                                                            ,       700 ,     1995 ,           14000 ,                                  ,https://www.themillcasino.com/meetings-groups/meetings/                                                                                                                                                                                                                                                                              ,  40000000
OR    ,Cow Creek Band of Umpqua Tribe of Indians                                             ,Seven Feathers Casino Resort                                ,146 Chief Miwaleta Ln Canyonville OR 97417                            ,Class II & III                        ,541-839-1111 ,541-839-4300                 ,bschoneboom@sevenfeathers.com                                                         ,       950 ,     1994 ,           68000 ,                             2021 ,https://en.wikipedia.org/wiki/Seven_Feathers_Casino_Resort                                                                                                                                                                                                                                                                           ,          
